player,team,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,agent,map,tourney_type,game_id,match_id,role_agent,total_round,ot,win_lose
Meteor,GEN,5,0,0,0,0,0,0,0,0,Jett,Lotus,League Play: Week 6,119594,184484,Duelist,21,No,lose
xffero,RRQ,6,1,0,0,0,0,0,0,0,Sova,Haven,League Play: Week 6,119596,184485,Initiator,21,No,win
fl1pzjder,RRQ,1,4,0,0,1,0,0,0,0,Breach,Haven,League Play: Week 6,119596,184485,Initiator,21,No,win
EJAY,RRQ,4,1,0,0,0,0,0,0,0,Jett,Haven,League Play: Week 6,119596,184485,Duelist,21,No,win
Lmemore,RRQ,2,1,2,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 6,119596,184485,Sentinel,21,No,win
2ge,RRQ,2,1,0,0,0,0,0,0,0,Astra,Haven,League Play: Week 6,119596,184485,Controller,21,No,win
stax,DRX,2,0,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 6,119596,184485,Initiator,21,No,lose
Rb,DRX,2,0,0,0,0,0,0,0,0,Sova,Haven,League Play: Week 6,119596,184485,Initiator,21,No,lose
BuZz,DRX,0,1,0,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 6,119596,184485,Sentinel,21,No,lose
MaKo,DRX,2,2,1,0,1,0,0,0,0,Omen,Haven,League Play: Week 6,119596,184485,Controller,21,No,lose
Foxy9,DRX,5,1,0,0,0,0,0,0,0,Jett,Haven,League Play: Week 6,119596,184485,Duelist,21,No,lose
xffero,RRQ,0,0,1,0,1,0,0,0,0,Astra,Split,League Play: Week 6,119597,184485,Controller,23,No,lose
fl1pzjder,RRQ,3,0,0,0,0,0,0,0,0,Breach,Split,League Play: Week 6,119597,184485,Initiator,23,No,lose
EJAY,RRQ,3,0,0,0,0,0,0,0,0,Raze,Split,League Play: Week 6,119597,184485,Duelist,23,No,lose
Lmemore,RRQ,2,0,0,0,0,0,0,0,0,Cypher,Split,League Play: Week 6,119597,184485,Sentinel,23,No,lose
Emman,RRQ,5,1,0,0,1,1,0,0,0,Skye,Split,League Play: Week 6,119597,184485,Initiator,23,No,lose
stax,DRX,2,0,0,0,0,0,0,0,0,Skye,Split,League Play: Week 6,119597,184485,Initiator,23,No,win
Rb,DRX,5,0,0,0,0,1,0,0,0,Astra,Split,League Play: Week 6,119597,184485,Controller,23,No,win
BuZz,DRX,8,1,1,0,0,0,0,0,0,Raze,Split,League Play: Week 6,119597,184485,Duelist,23,No,win
MaKo,DRX,5,0,0,0,0,0,0,0,0,Viper,Split,League Play: Week 6,119597,184485,Controller,23,No,win
Foxy9,DRX,1,1,0,0,0,0,0,0,0,Jett,Split,League Play: Week 6,119597,184485,Duelist,23,No,win
xffero,RRQ,1,0,0,0,0,0,0,0,0,Astra,Pearl,League Play: Week 6,119598,184485,Controller,15,No,lose
fl1pzjder,RRQ,1,0,0,0,0,0,1,0,0,Skye,Pearl,League Play: Week 6,119598,184485,Initiator,15,No,lose
EJAY,RRQ,1,0,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 6,119598,184485,Duelist,15,No,lose
Lmemore,RRQ,1,2,0,0,0,0,0,0,0,Killjoy,Pearl,League Play: Week 6,119598,184485,Sentinel,15,No,lose
2ge,RRQ,0,0,0,0,0,0,0,0,0,Harbor,Pearl,League Play: Week 6,119598,184485,Controller,15,No,lose
stax,DRX,5,0,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 6,119598,184485,Initiator,15,No,win
Rb,DRX,1,0,0,0,0,0,0,0,0,Harbor,Pearl,League Play: Week 6,119598,184485,Controller,15,No,win
BuZz,DRX,3,1,0,0,0,0,0,0,0,Killjoy,Pearl,League Play: Week 6,119598,184485,Sentinel,15,No,win
MaKo,DRX,2,0,0,0,0,0,0,0,0,Viper,Pearl,League Play: Week 6,119598,184485,Controller,15,No,win
Foxy9,DRX,5,2,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 6,119598,184485,Duelist,15,No,win
Patt,TLN,2,2,0,0,1,0,0,0,0,Harbor,Pearl,League Play: Week 6,119599,184486,Controller,24,Yes,win
Crws,TLN,2,3,0,0,0,1,0,0,0,Viper,Pearl,League Play: Week 6,119599,184486,Controller,24,Yes,win
foxz,TLN,1,0,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 6,119599,184486,Initiator,24,Yes,win
JitBoyS,TLN,2,1,1,0,0,0,1,0,0,Killjoy,Pearl,League Play: Week 6,119599,184486,Sentinel,24,Yes,win
garnetS,TLN,3,0,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 6,119599,184486,Duelist,24,Yes,win
Jinggg,PRX,5,0,0,0,0,0,0,0,0,Phoenix,Pearl,League Play: Week 6,119599,184486,Duelist,24,Yes,lose
mindfreak,PRX,4,2,0,0,0,0,0,0,0,Astra,Pearl,League Play: Week 6,119599,184486,Controller,24,Yes,lose
f0rsakeN,PRX,5,1,0,0,0,0,0,0,0,Killjoy,Pearl,League Play: Week 6,119599,184486,Sentinel,24,Yes,lose
d4v41,PRX,0,0,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 6,119599,184486,Initiator,24,Yes,lose
something,PRX,4,1,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 6,119599,184486,Duelist,24,Yes,lose
Patt,TLN,2,0,0,0,0,0,0,0,0,Kayo,Split,League Play: Week 6,119600,184486,Initiator,17,No,lose
Crws,TLN,0,0,0,0,0,0,0,0,0,Viper,Split,League Play: Week 6,119600,184486,Controller,17,No,lose
foxz,TLN,3,0,0,0,0,0,0,0,0,Skye,Split,League Play: Week 6,119600,184486,Initiator,17,No,lose
JitBoyS,TLN,4,0,0,0,0,0,0,0,0,Astra,Split,League Play: Week 6,119600,184486,Controller,17,No,lose
garnetS,TLN,3,1,0,0,0,0,0,0,0,Raze,Split,League Play: Week 6,119600,184486,Duelist,17,No,lose
Jinggg,PRX,3,1,0,0,0,0,0,0,0,Raze,Split,League Play: Week 6,119600,184486,Duelist,17,No,win
mindfreak,PRX,1,0,0,0,0,0,0,0,0,Astra,Split,League Play: Week 6,119600,184486,Controller,17,No,win
f0rsakeN,PRX,1,2,0,0,1,0,0,0,0,Skye,Split,League Play: Week 6,119600,184486,Initiator,17,No,win
d4v41,PRX,3,0,1,0,0,0,0,0,0,Viper,Split,League Play: Week 6,119600,184486,Controller,17,No,win
something,PRX,2,2,0,0,1,0,0,0,0,Jett,Split,League Play: Week 6,119600,184486,Duelist,17,No,win
Patt,TLN,0,1,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 6,119601,184486,Initiator,23,No,lose
Crws,TLN,3,1,0,0,1,0,0,0,0,Brimstone,Fracture,League Play: Week 6,119601,184486,Controller,23,No,lose
foxz,TLN,4,1,1,0,0,0,0,0,0,Skye,Fracture,League Play: Week 6,119601,184486,Initiator,23,No,lose
JitBoyS,TLN,3,1,0,0,0,0,0,0,0,Cypher,Fracture,League Play: Week 6,119601,184486,Sentinel,23,No,lose
garnetS,TLN,2,0,0,0,0,0,0,0,0,Raze,Fracture,League Play: Week 6,119601,184486,Duelist,23,No,lose
Jinggg,PRX,3,1,1,0,0,0,0,0,0,Raze,Fracture,League Play: Week 6,119601,184486,Duelist,23,No,win
mindfreak,PRX,3,0,0,0,1,0,0,0,0,Brimstone,Fracture,League Play: Week 6,119601,184486,Controller,23,No,win
f0rsakeN,PRX,3,3,0,0,0,0,0,0,0,Neon,Fracture,League Play: Week 6,119601,184486,Duelist,23,No,win
d4v41,PRX,3,2,0,0,0,1,0,0,0,Killjoy,Fracture,League Play: Week 6,119601,184486,Sentinel,23,No,win
something,PRX,2,1,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 6,119601,184486,Initiator,23,No,win
Patt,TLN,1,0,1,0,0,0,0,0,0,Breach,Fracture,League Play: Week 7,119602,184488,Initiator,21,No,win
Crws,TLN,8,0,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 7,119602,184488,Controller,21,No,win
foxz,TLN,1,0,0,0,0,0,0,0,0,Skye,Fracture,League Play: Week 7,119602,184488,Initiator,21,No,win
JitBoyS,TLN,5,1,0,0,0,0,0,0,0,Cypher,Fracture,League Play: Week 7,119602,184488,Sentinel,21,No,win
garnetS,TLN,3,0,1,0,0,0,0,0,0,Raze,Fracture,League Play: Week 7,119602,184488,Duelist,21,No,win
k1Ng,GEN,2,0,0,0,0,1,0,0,0,Viper,Fracture,League Play: Week 7,119602,184488,Controller,21,No,lose
TS,GEN,0,1,0,0,0,0,0,0,0,Omen,Fracture,League Play: Week 7,119602,184488,Controller,21,No,lose
eKo,GEN,2,0,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 7,119602,184488,Initiator,21,No,lose
GodDead,GEN,1,1,1,0,1,0,0,0,0,Kayo,Fracture,League Play: Week 7,119602,184488,Initiator,21,No,lose
Meteor,GEN,2,0,1,0,0,0,0,0,0,Raze,Fracture,League Play: Week 7,119602,184488,Duelist,21,No,lose
Patt,TLN,2,0,0,0,0,0,0,0,0,Breach,Lotus,League Play: Week 7,119603,184488,Initiator,20,No,win
Crws,TLN,3,2,0,0,1,0,0,0,0,Omen,Lotus,League Play: Week 7,119603,184488,Controller,20,No,win
foxz,TLN,5,0,0,0,0,0,0,0,0,Sova,Lotus,League Play: Week 7,119603,184488,Initiator,20,No,win
JitBoyS,TLN,1,1,0,0,1,0,0,0,0,Killjoy,Lotus,League Play: Week 7,119603,184488,Sentinel,20,No,win
garnetS,TLN,1,3,0,0,0,0,0,0,0,Raze,Lotus,League Play: Week 7,119603,184488,Duelist,20,No,win
k1Ng,GEN,5,1,0,0,0,0,0,0,0,Killjoy,Lotus,League Play: Week 7,119603,184488,Sentinel,20,No,lose
TS,GEN,3,1,0,0,0,0,0,0,0,Omen,Lotus,League Play: Week 7,119603,184488,Controller,20,No,lose
Sylvan,GEN,2,0,0,0,0,1,0,0,0,Fade,Lotus,League Play: Week 7,119603,184488,Initiator,20,No,lose
GodDead,GEN,1,0,0,0,0,0,0,0,0,Kayo,Lotus,League Play: Week 7,119603,184488,Initiator,20,No,lose
Meteor,GEN,3,0,0,1,0,0,0,0,0,Jett,Lotus,League Play: Week 7,119603,184488,Duelist,20,No,lose
Dep,ZETA,6,0,0,0,1,0,0,0,0,Raze,Split,League Play: Week 7,119605,184489,Duelist,19,No,lose
Laz,ZETA,0,0,0,1,0,0,0,0,0,Skye,Split,League Play: Week 7,119605,184489,Initiator,19,No,lose
crow,ZETA,1,0,0,0,0,0,0,0,0,Kayo,Split,League Play: Week 7,119605,184489,Initiator,19,No,lose
TENNN,ZETA,1,0,1,0,1,0,0,0,0,Viper,Split,League Play: Week 7,119605,184489,Controller,19,No,lose
SugarZ3ro,ZETA,4,0,0,0,0,0,0,0,0,Astra,Split,League Play: Week 7,119605,184489,Controller,19,No,lose
Jinggg,PRX,1,1,0,0,0,0,0,0,0,Raze,Split,League Play: Week 7,119605,184489,Duelist,19,No,win
mindfreak,PRX,2,0,1,0,0,0,0,0,0,Astra,Split,League Play: Week 7,119605,184489,Controller,19,No,win
f0rsakeN,PRX,4,2,1,0,0,0,0,0,0,Skye,Split,League Play: Week 7,119605,184489,Initiator,19,No,win
d4v41,PRX,2,0,0,0,0,0,0,0,0,Viper,Split,League Play: Week 7,119605,184489,Controller,19,No,win
something,PRX,2,1,0,0,2,0,0,0,0,Jett,Split,League Play: Week 7,119605,184489,Duelist,19,No,win
Dep,ZETA,1,2,0,0,0,1,0,0,0,Jett,Ascent,League Play: Week 7,119606,184489,Duelist,23,No,lose
Laz,ZETA,4,0,0,0,2,0,0,0,0,Sova,Ascent,League Play: Week 7,119606,184489,Initiator,23,No,lose
crow,ZETA,1,3,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 7,119606,184489,Initiator,23,No,lose
TENNN,ZETA,1,0,0,0,0,1,0,0,0,Killjoy,Ascent,League Play: Week 7,119606,184489,Sentinel,23,No,lose
SugarZ3ro,ZETA,1,1,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 7,119606,184489,Controller,23,No,lose
Jinggg,PRX,1,0,0,0,0,0,0,0,0,Sage,Ascent,League Play: Week 7,119606,184489,Sentinel,23,No,win
mindfreak,PRX,2,0,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 7,119606,184489,Controller,23,No,win
f0rsakeN,PRX,3,2,0,0,0,0,0,0,0,Fade,Ascent,League Play: Week 7,119606,184489,Initiator,23,No,win
d4v41,PRX,2,2,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 7,119606,184489,Initiator,23,No,win
something,PRX,7,1,0,0,0,1,0,0,0,Jett,Ascent,League Play: Week 7,119606,184489,Duelist,23,No,win
xffero,RRQ,2,2,0,0,1,0,1,0,0,Brimstone,Fracture,League Play: Week 7,119608,184490,Controller,23,No,win
fl1pzjder,RRQ,1,0,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 7,119608,184490,Initiator,23,No,win
EJAY,RRQ,3,1,0,1,0,0,0,0,0,Raze,Fracture,League Play: Week 7,119608,184490,Duelist,23,No,win
Lmemore,RRQ,3,3,0,0,1,0,0,0,0,Killjoy,Fracture,League Play: Week 7,119608,184490,Sentinel,23,No,win
Emman,RRQ,2,1,0,0,0,1,0,0,0,Skye,Fracture,League Play: Week 7,119608,184490,Initiator,23,No,win
Bazzi,GES,4,0,1,0,0,1,0,0,0,Breach,Fracture,League Play: Week 7,119608,184490,Initiator,23,No,lose
AYRIN,GES,4,0,0,0,1,1,0,0,0,Brimstone,Fracture,League Play: Week 7,119608,184490,Controller,23,No,lose
SkRossi,GES,1,1,0,0,0,0,0,0,0,Jett,Fracture,League Play: Week 7,119608,184490,Duelist,23,No,lose
Monyet,GES,6,3,0,0,0,1,0,0,0,Raze,Fracture,League Play: Week 7,119608,184490,Duelist,23,No,lose
t3xture,GES,1,0,0,0,0,0,0,0,0,Killjoy,Fracture,League Play: Week 7,119608,184490,Sentinel,23,No,lose
xffero,RRQ,2,2,0,0,0,0,0,0,0,Astra,Pearl,League Play: Week 7,119609,184490,Controller,24,Yes,win
fl1pzjder,RRQ,5,1,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 7,119609,184490,Initiator,24,Yes,win
EJAY,RRQ,3,1,0,0,1,0,0,0,0,Jett,Pearl,League Play: Week 7,119609,184490,Duelist,24,Yes,win
Lmemore,RRQ,4,2,1,0,1,0,0,0,0,Killjoy,Pearl,League Play: Week 7,119609,184490,Sentinel,24,Yes,win
2ge,RRQ,4,1,0,0,0,1,0,0,0,Harbor,Pearl,League Play: Week 7,119609,184490,Controller,24,Yes,win
Bazzi,GES,0,2,0,0,0,0,0,0,0,Fade,Pearl,League Play: Week 7,119609,184490,Initiator,24,Yes,lose
AYRIN,GES,4,0,0,0,1,0,0,0,0,Kayo,Pearl,League Play: Week 7,119609,184490,Initiator,24,Yes,lose
SkRossi,GES,4,1,0,0,1,1,0,0,0,Jett,Pearl,League Play: Week 7,119609,184490,Duelist,24,Yes,lose
Monyet,GES,1,1,0,0,0,0,0,0,0,Astra,Pearl,League Play: Week 7,119609,184490,Controller,24,Yes,lose
t3xture,GES,5,2,1,0,0,0,1,0,0,Killjoy,Pearl,League Play: Week 7,119609,184490,Sentinel,24,Yes,lose
BORKUM,TS,2,0,0,0,0,0,0,0,0,Omen,Lotus,League Play: Week 7,119611,184491,Controller,17,No,lose
JessieVash,TS,1,0,0,0,0,0,0,0,0,Sova,Lotus,League Play: Week 7,119611,184491,Initiator,17,No,lose
DubsteP,TS,1,0,0,0,0,0,0,0,0,Jett,Lotus,League Play: Week 7,119611,184491,Duelist,17,No,lose
Jremy,TS,1,1,1,0,0,0,0,0,0,Killjoy,Lotus,League Play: Week 7,119611,184491,Sentinel,17,No,lose
invy,TS,2,1,0,0,0,0,0,0,0,Breach,Lotus,League Play: Week 7,119611,184491,Initiator,17,No,lose
xeta,T1,3,0,0,0,0,0,0,0,0,Harbor,Lotus,League Play: Week 7,119611,184491,Controller,17,No,win
Munchkin,T1,3,1,0,0,0,0,0,0,0,Killjoy,Lotus,League Play: Week 7,119611,184491,Sentinel,17,No,win
Sayaplayer,T1,2,2,0,0,2,0,0,0,0,Jett,Lotus,League Play: Week 7,119611,184491,Duelist,17,No,win
ban,T1,3,1,0,0,1,0,0,0,0,Viper,Lotus,League Play: Week 7,119611,184491,Controller,17,No,win
Carpe,T1,4,1,0,0,1,0,0,0,0,Skye,Lotus,League Play: Week 7,119611,184491,Initiator,17,No,win
BORKUM,TS,1,0,0,0,1,0,0,0,0,Viper,Bind,League Play: Week 7,119612,184491,Controller,21,No,lose
JessieVash,TS,1,0,0,0,0,1,0,0,0,Harbor,Bind,League Play: Week 7,119612,184491,Controller,21,No,lose
DubsteP,TS,2,2,0,0,1,0,0,0,0,Sage,Bind,League Play: Week 7,119612,184491,Sentinel,21,No,lose
Jremy,TS,3,0,0,0,0,0,0,0,0,Raze,Bind,League Play: Week 7,119612,184491,Duelist,21,No,lose
invy,TS,2,0,0,0,0,0,0,0,0,Skye,Bind,League Play: Week 7,119612,184491,Initiator,21,No,lose
xeta,T1,5,1,0,0,0,0,0,0,0,Viper,Bind,League Play: Week 7,119612,184491,Controller,21,No,win
iNTRO,T1,2,0,0,0,0,0,0,0,0,Harbor,Bind,League Play: Week 7,119612,184491,Controller,21,No,win
Munchkin,T1,2,1,0,0,0,0,0,0,0,Skye,Bind,League Play: Week 7,119612,184491,Initiator,21,No,win
Sayaplayer,T1,5,2,0,0,0,0,0,0,0,Raze,Bind,League Play: Week 7,119612,184491,Duelist,21,No,win
Carpe,T1,2,0,0,0,0,0,0,0,0,Gekko,Bind,League Play: Week 7,119612,184491,Initiator,21,No,win
stax,DRX,3,1,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 7,119614,184492,Initiator,21,No,win
Rb,DRX,2,0,0,0,0,1,0,0,0,Fade,Fracture,League Play: Week 7,119614,184492,Initiator,21,No,win
BuZz,DRX,3,1,1,0,1,0,0,0,0,Killjoy,Fracture,League Play: Week 7,119614,184492,Sentinel,21,No,win
MaKo,DRX,3,1,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 7,119614,184492,Controller,21,No,win
Foxy9,DRX,2,1,1,0,0,0,0,0,0,Raze,Fracture,League Play: Week 7,119614,184492,Duelist,21,No,win
takej,DFM,1,3,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 7,119614,184492,Controller,21,No,lose
Reita,DFM,2,0,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 7,119614,184492,Initiator,21,No,lose
Anthem,DFM,3,0,0,0,0,0,0,0,0,Killjoy,Fracture,League Play: Week 7,119614,184492,Sentinel,21,No,lose
xnfri,DFM,2,0,0,0,0,0,0,0,0,Skye,Fracture,League Play: Week 7,119614,184492,Initiator,21,No,lose
Seoldam,DFM,6,2,0,0,0,0,0,0,0,Jett,Fracture,League Play: Week 7,119614,184492,Duelist,21,No,lose
stax,DRX,1,1,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 7,119615,184492,Initiator,17,No,win
Rb,DRX,3,0,1,0,0,0,0,0,0,Sova,Ascent,League Play: Week 7,119615,184492,Initiator,17,No,win
BuZz,DRX,2,2,1,0,1,0,0,0,0,Killjoy,Ascent,League Play: Week 7,119615,184492,Sentinel,17,No,win
MaKo,DRX,4,1,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 7,119615,184492,Controller,17,No,win
Foxy9,DRX,5,0,0,0,0,0,0,0,0,Jett,Ascent,League Play: Week 7,119615,184492,Duelist,17,No,win
takej,DFM,1,0,0,0,1,0,0,0,0,Omen,Ascent,League Play: Week 7,119615,184492,Controller,17,No,lose
Reita,DFM,0,1,0,0,0,0,0,0,0,Sova,Ascent,League Play: Week 7,119615,184492,Initiator,17,No,lose
Anthem,DFM,1,1,1,0,0,0,0,0,0,Killjoy,Ascent,League Play: Week 7,119615,184492,Sentinel,17,No,lose
xnfri,DFM,2,1,0,0,1,0,0,0,0,Kayo,Ascent,League Play: Week 7,119615,184492,Initiator,17,No,lose
Seoldam,DFM,3,0,0,0,0,0,0,0,0,Jett,Ascent,League Play: Week 7,119615,184492,Duelist,17,No,lose
Jinggg,PRX,3,3,0,0,0,0,0,0,0,Raze,Split,League Play: Week 8,119617,184493,Duelist,20,No,win
mindfreak,PRX,2,0,0,0,0,0,0,0,0,Astra,Split,League Play: Week 8,119617,184493,Controller,20,No,win
f0rsakeN,PRX,2,0,0,0,0,1,0,0,0,Skye,Split,League Play: Week 8,119617,184493,Initiator,20,No,win
d4v41,PRX,2,0,0,0,0,0,0,0,0,Viper,Split,League Play: Week 8,119617,184493,Controller,20,No,win
something,PRX,2,0,1,0,0,1,0,0,0,Jett,Split,League Play: Week 8,119617,184493,Duelist,20,No,win
k1Ng,GEN,0,0,0,0,0,0,0,0,0,Viper,Split,League Play: Week 8,119617,184493,Controller,20,No,lose
TS,GEN,2,1,0,0,0,0,0,0,0,Astra,Split,League Play: Week 8,119617,184493,Controller,20,No,lose
Sylvan,GEN,1,0,0,0,0,0,0,0,0,Skye,Split,League Play: Week 8,119617,184493,Initiator,20,No,lose
GodDead,GEN,6,1,0,0,0,0,0,0,0,Sage,Split,League Play: Week 8,119617,184493,Sentinel,20,No,lose
Meteor,GEN,2,1,0,0,0,0,0,0,0,Raze,Split,League Play: Week 8,119617,184493,Duelist,20,No,lose
Jinggg,PRX,3,1,0,0,0,1,0,0,0,Sage,Ascent,League Play: Week 8,119618,184493,Sentinel,15,No,win
mindfreak,PRX,2,0,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 8,119618,184493,Controller,15,No,win
f0rsakeN,PRX,2,1,1,0,0,0,0,0,0,Fade,Ascent,League Play: Week 8,119618,184493,Initiator,15,No,win
d4v41,PRX,6,1,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 8,119618,184493,Initiator,15,No,win
something,PRX,1,1,0,0,0,0,0,0,0,Jett,Ascent,League Play: Week 8,119618,184493,Duelist,15,No,win
k1Ng,GEN,0,1,0,0,0,0,0,0,0,Killjoy,Ascent,League Play: Week 8,119618,184493,Sentinel,15,No,lose
TS,GEN,2,0,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 8,119618,184493,Controller,15,No,lose
eKo,GEN,0,0,0,0,0,0,0,0,0,Sova,Ascent,League Play: Week 8,119618,184493,Initiator,15,No,lose
GodDead,GEN,0,1,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 8,119618,184493,Initiator,15,No,lose
Meteor,GEN,2,0,0,0,0,0,0,0,0,Jett,Ascent,League Play: Week 8,119618,184493,Duelist,15,No,lose
Dep,ZETA,4,1,1,0,0,0,0,0,0,Raze,Fracture,League Play: Week 8,119620,184494,Duelist,24,Yes,lose
Laz,ZETA,2,2,2,0,0,0,0,0,0,Fade,Fracture,League Play: Week 8,119620,184494,Initiator,24,Yes,lose
crow,ZETA,1,0,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 8,119620,184494,Initiator,24,Yes,lose
TENNN,ZETA,1,2,0,0,1,0,0,0,0,Killjoy,Fracture,League Play: Week 8,119620,184494,Sentinel,24,Yes,lose
SugarZ3ro,ZETA,1,0,0,1,0,0,0,0,0,Brimstone,Fracture,League Play: Week 8,119620,184494,Controller,24,Yes,lose
xeta,T1,5,0,0,0,0,1,0,0,0,Breach,Fracture,League Play: Week 8,119620,184494,Initiator,24,Yes,win
Munchkin,T1,4,1,1,0,1,0,0,0,0,Killjoy,Fracture,League Play: Week 8,119620,184494,Sentinel,24,Yes,win
Sayaplayer,T1,4,0,0,0,0,0,0,0,0,Raze,Fracture,League Play: Week 8,119620,184494,Duelist,24,Yes,win
ban,T1,2,1,1,1,0,0,0,0,0,Jett,Fracture,League Play: Week 8,119620,184494,Duelist,24,Yes,win
Carpe,T1,0,0,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 8,119620,184494,Controller,24,Yes,win
Dep,ZETA,4,3,1,0,0,0,0,0,0,Raze,Lotus,League Play: Week 8,119621,184494,Duelist,23,No,win
Laz,ZETA,1,1,0,0,0,0,0,0,0,Skye,Lotus,League Play: Week 8,119621,184494,Initiator,23,No,win
crow,ZETA,3,0,0,0,1,1,0,0,0,Killjoy,Lotus,League Play: Week 8,119621,184494,Sentinel,23,No,win
TENNN,ZETA,3,1,0,0,0,1,0,0,0,Viper,Lotus,League Play: Week 8,119621,184494,Controller,23,No,win
SugarZ3ro,ZETA,3,1,0,0,0,0,0,0,0,Omen,Lotus,League Play: Week 8,119621,184494,Controller,23,No,win
xeta,T1,2,0,0,0,0,0,0,0,0,Harbor,Lotus,League Play: Week 8,119621,184494,Controller,23,No,lose
Munchkin,T1,3,0,0,0,0,0,0,0,0,Killjoy,Lotus,League Play: Week 8,119621,184494,Sentinel,23,No,lose
Sayaplayer,T1,4,2,1,0,0,0,0,0,0,Jett,Lotus,League Play: Week 8,119621,184494,Duelist,23,No,lose
ban,T1,3,1,1,0,0,0,0,0,0,Viper,Lotus,League Play: Week 8,119621,184494,Controller,23,No,lose
Carpe,T1,3,2,0,0,0,0,0,0,0,Skye,Lotus,League Play: Week 8,119621,184494,Initiator,23,No,lose
Dep,ZETA,2,0,0,0,0,0,0,0,0,Jett,Bind,League Play: Week 8,119622,184494,Duelist,16,No,lose
Laz,ZETA,0,1,0,0,0,0,1,0,0,Skye,Bind,League Play: Week 8,119622,184494,Initiator,16,No,lose
crow,ZETA,3,1,0,0,0,0,0,0,0,Sage,Bind,League Play: Week 8,119622,184494,Sentinel,16,No,lose
TENNN,ZETA,3,0,0,0,0,0,0,0,0,Viper,Bind,League Play: Week 8,119622,184494,Controller,16,No,lose
SugarZ3ro,ZETA,2,1,0,0,0,1,0,0,0,Harbor,Bind,League Play: Week 8,119622,184494,Controller,16,No,lose
xeta,T1,1,2,0,0,0,0,0,0,0,Viper,Bind,League Play: Week 8,119622,184494,Controller,16,No,win
Munchkin,T1,5,1,0,0,1,0,0,0,0,Skye,Bind,League Play: Week 8,119622,184494,Initiator,16,No,win
Sayaplayer,T1,3,1,1,0,0,0,0,0,0,Raze,Bind,League Play: Week 8,119622,184494,Duelist,16,No,win
ban,T1,4,1,0,0,0,0,0,0,0,Harbor,Bind,League Play: Week 8,119622,184494,Controller,16,No,win
Carpe,T1,2,0,0,0,0,0,0,0,0,Gekko,Bind,League Play: Week 8,119622,184494,Initiator,16,No,win
BORKUM,TS,3,1,0,0,0,2,0,0,0,Omen,Haven,League Play: Week 8,119623,184495,Controller,21,No,win
JessieVash,TS,5,0,1,0,1,0,0,0,0,Sova,Haven,League Play: Week 8,119623,184495,Initiator,21,No,win
DubsteP,TS,4,0,0,0,2,0,0,0,0,Killjoy,Haven,League Play: Week 8,119623,184495,Sentinel,21,No,win
Jremy,TS,2,2,0,0,0,0,0,0,0,Raze,Haven,League Play: Week 8,119623,184495,Duelist,21,No,win
invy,TS,4,1,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 8,119623,184495,Initiator,21,No,win
stax,DRX,3,0,0,0,1,0,0,0,0,Breach,Haven,League Play: Week 8,119623,184495,Initiator,21,No,lose
Rb,DRX,0,0,0,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 8,119623,184495,Sentinel,21,No,lose
Zest,DRX,2,0,0,0,0,0,0,0,0,Sova,Haven,League Play: Week 8,119623,184495,Initiator,21,No,lose
BuZz,DRX,4,2,0,0,1,0,0,0,0,Jett,Haven,League Play: Week 8,119623,184495,Duelist,21,No,lose
MaKo,DRX,3,0,0,0,0,0,0,0,0,Omen,Haven,League Play: Week 8,119623,184495,Controller,21,No,lose
BORKUM,TS,5,0,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 8,119624,184495,Controller,24,Yes,win
